School,School Name,Percent
0219,Veterans Elementary,0.22469410456062291
0302,West Friendship Elementary,0.599476439790576
0304,Mount View Middle,0.3891454965357968
0305,Manor Woods Elementary,0.3802008608321377
0306,Triadelphia Ridge Elementary,0.4412811387900356
0307,Folly Quarter Middle,0.4623493975903614
0308,Marriotts Ridge High,0.38868832731648617
0404,Glenelg High,0.6710323574730355
0405,Glenwood Middle,0.6979591836734694
0406,Bushy Park Elementary,0.6774193548387096
0407,Lisbon Elementary,0.7562189054726368
0505,Clarksville Elementary,0.2764378478664193
0509,Atholton High,0.31456043956043955
0510,Bryant Woods Elementary,0.2735562310030395
0512,Wilde Lake Middle,0.2779552715654952
0514,Longfellow Elementary,0.2193158953722334
0515,Running Brook Elementary,0.1566265060240964
0516,Wilde Lake High,0.23455882352941176
0517,Swansfield Elementary,0.283203125
0518,Harpers Choice Middle,0.16831683168316833
0520,Clemens Crossing Elementary,0.3960923623445826
0521,Clarksville Middle,0.3443609022556391
0522,Cedar Lane Special Center,0.20353982300884957
0523,Pointers Run Elementary,0.3693467336683417
0524,River Hill High,0.4078249336870027
0525,Fulton Elementary,0.358294930875576
0526,Lime Kiln Middle,0.41518578352180935
0527,Reservoir High,0.23539140022050717
0528,Dayton Oaks,0.5123287671232877
0602,Guilford Elementary,0.1529175050301811
0603,Atholton Elementary,0.47890295358649787
0604,Waterloo Elementary,0.3250825082508251
0605,Thunder Hill Elementary,0.22061855670103092
0606,Hammond Elementary,0.4533762057877814
0607,Hammond Middle School,0.3910806174957118
0608,Stevens Forest Elementary,0.17210682492581603
0609,Talbott Springs Elementary,0.1927437641723356
0610,Oakland Mills Middle,0.22058823529411764
0611,Oakland Mills High,0.18937125748502995
0612,Phelps Luck Elementary,0.25504322766570603
0613,Jeffers Hill Elementary,0.1878048780487805
0616,Cradlerock Elementary,0.20350109409190373
0617,Lake Elkhorn Middle,0.13764510779436154
0618,Laurel Woods Elementary,0.07097791798107256
0619,Hammond High,0.23889739663093415
0620,Bollman Bridge Elementary,0.22531293463143254
0621,Patuxent Valley Middle,0.1575
0622,Forest Ridge Elementary,0.16920731707317074
0623,Long Reach High,0.22818791946308725
0624,Murray Hill Middle,0.11514195583596215
0625,Gorman Crossing Elementary,0.18877551020408162
A,All Howard Schools,0.3194941125163541
0105,Galena Elementary School,0.6305084745762712
0301,Kent County High,0.6146953405017921
0402,Kent County Middle School,0.5357142857142857
0403,H. H. Garnett Elementary,0.375
0504,Rock Hall Elementary,0.6040609137055838
A,All Kent Schools,0.5526315789473685
0051,Laytonsville Elementary,0.31988472622478387
0100,Clopper Mill Elementary,0.05909090909090909
0101,Clarksburg Elementary,0.11154345006485085
0102,Germantown Elementary,0.204
0104,Seneca Valley High,0.12794117647058822
0105,Ridgeview Middle,0.3704663212435233
0106,Fox Chapel Elementary,0.1012216404886562
0107,Martin Luther King Jr. Middle,0.1270718232044199
0108,Lake Seneca Elementary,0.10309278350515463
0109,Waters Landing Elementary,0.11666666666666667
0110,S. Christa McAuliffe Elementary,0.11218568665377177
0111,Captain James E. Daly Elementary,0.05182341650671785
0115,Neelsville Middle,0.08333333333333333
0125,Quince Orchard High,0.3678105364910585
0152,Poolesville High,0.42452830188679247
0153,Poolesville Elementary,0.6171003717472119
0155,Rosa M. Parks Middle,0.534688995215311
0156,Lois P. Rockwell Elementary,0.3804573804573805
0157,Roberto W. Clemente Middle,0.12407211028632026
0158,Dr. Ronald E. McNair Elementary,0.17981888745148772
0159,Rachel Carson Elementary,0.4574780058651026
0201,Richard Montgomery High,0.30077120822622105
0204,Garrett Park Elementary,0.3940298507462687
0206,Twinbrook Elementary,0.12301587301587301
0207,Beall Elementary,0.8595744680851064
0209,Lakewood Elementary,0.18446601941747573
0210,Maryvale Elementary,0.20689655172413793
0211,Julius West Middle,0.3158284023668639
0212,Meadow Hall Elementary,0.18961038961038962
0215,Carl Sandburg Center,0.12121212121212122
0216,Travilah Elementary,0.31054131054131057
0219,Farmland Elementary,0.44136191677175285
0220,Luxmanor Elementary,0.30895522388059704
0226,Beverly Farms Elementary,0.44403669724770645
0227,Ritchie Park Elementary,0.49476439790575916
0228,Herbert Hoover Middle,0.3782435129740519
0229,College Gardens Elementary,0.27413127413127414
0230,Rockville High,0.2622601279317697
0232,Tilden Middle School,0.40019569471624267
0233,Fallsmead Elementary,0.3676190476190476
0234,Thomas S. Wootton High,0.4004117344312918
0235,Wayside Elementary,0.36444444444444446
0237,Robert Frost Middle School,0.3168724279835391
0238,Cold Spring Elementary,0.42024539877300615
0239,Alternative Programs,0.0
0241,DuFief Elementary,0.2835249042145594
0242,Dr. Sally K. Ride Elementary,0.10805084745762712
0244,Thurgood Marshall Elementary,0.3147482014388489
0246,Northwest High,0.24136562127828504
0247,John H. Poole Middle,0.6159250585480094
0248,Forest Oak Middle,0.0752453653217012
0249,Clarksburg High,0.15803108808290156
0302,Burtonsville Elementary,0.04809286898839138
0303,Fairland Elementary,0.043151969981238276
0304,JoAnn Leleck at Broad Acres Elementary,0.0
0305,Jackson Road Elementary,0.04696969696969697
0307,Roscoe R Nix Elementary,0.02553191489361702
0308,Cloverly Elementary,0.2539325842696629
0309,Burnt Mills Elementary,0.0738255033557047
0310,Cannon Road Elementary,0.04603580562659847
0311,Francis Scott Key Middle,0.024793388429752067
0312,William Tyler Page Elementary,0.13570274636510501
0313,Galway Elementary,0.033045977011494254
0315,Paint Branch High,0.037360504609412905
0316,Stonegate Elementary,0.18421052631578946
0321,James Hubert Blake High,0.14563106796116504
0333,Benjamin Banneker Middle,0.029205607476635514
0334,Greencastle Elementary,0.024390243902439025
0335,Briggs Chaney Middle,0.06468716861081654
0336,Little Bennett Elementary,0.20404984423676012
0337,"William B. Gibbs, Jr. Elementary",0.15891472868217055
0340,Great Seneca Creek Elementary,0.1765834932821497
0341,Wilson Wims Elementary School,0.18896321070234115
0345,Hallie Wells Middle School,0.19361483007209063
0346,Bayard Rustin Elementary,0.25377229080932784
0347,Snowden Farm Elementary,0.15363881401617252
0351,Darnestown Elementary,0.6210191082802548
0360,Jones Lane Elementary,0.3952941176470588
0401,Bethesda Elementary,0.4375
0403,Chevy Chase Elementary,0.5131578947368421
0405,Somerset Elementary,0.5645161290322581
0406,Bethesda-Chevy Chase High,0.5347313237221494
0408,Westbrook Elementary,0.6947368421052632
0410,Bradley Hills Elementary,0.6263048016701461
0412,Westland Middle,0.5399002493765586
0413,North Bethesda Middle,0.5390625
0415,North Chevy Chase Elementary,0.481981981981982
0417,Wood Acres Elementary,0.6591760299625468
0419,Burning Tree Elementary,0.5111111111111111
0420,Bannockburn Elementary,0.6009501187648456
0422,Wyngate Elementary,0.5606276747503567
0424,Walter Johnson High,0.5034843205574913
0425,Ashburton Elementary,0.3764988009592326
0427,Walt Whitman High,0.629866929521932
0428,Thomas W. Pyle Middle School,0.6105182926829268
0501,Sherwood Elementary,0.41260162601626016
0502,Olney Elementary,0.5065573770491804
0503,Sherwood High,0.48671565856416055
0504,Westover Elementary,0.18339100346020762
0505,Lucy V. Barnsley Elementary,0.3076923076923077
0506,Flower Valley Elementary,0.3912175648702595
0507,William H. Farquhar Middle,0.35846153846153844
0508,Candlewood Elementary,0.412568306010929
0510,Col. Zadok Magruder High,0.22277227722772278
0511,Cashell Elementary,0.4174454828660436
0512,Greenwood Elementary,0.6062271062271062
0513,Belmont Elementary,0.6153846153846154
0514,Judith A. Resnik Elementary,0.13953488372093023
0517,Sligo Creek Elementary,0.5046439628482973
0518,Brooke Grove Elementary,0.34841628959276016
0521,Shady Grove Middle,0.20610687022900764
0522,Lakelands Park Middle,0.34916201117318435
0523,Spark M. Matsunaga Elementary School,0.14897260273972604
0545,Watkins Mill High,0.05332496863237139
0546,Goshen Elementary,0.14313346228239845
0549,Flower Hill Elementary,0.06323185011709602
0551,Gaithersburg High,0.10897155361050329
0552,Washington Grove Elementary,0.08060453400503778
0553,Gaithersburg Elementary,0.027131782945736434
0554,Gaithersburg Middle,0.12471395881006865
0555,Rosemont Elementary,0.0907563025210084
0556,Mill Creek Towne Elementary,0.15766738660907129
0557,Montgomery Village Middle School,0.04370860927152318
0558,Whetstone Elementary,0.07342143906020558
0559,Brown Station Elementary,0.0728476821192053
0561,Watkins Mill Elementary,0.02389937106918239
0562,Redland Middle,0.20846905537459284
0563,Summit Hall Elementary,0.02666666666666667
0564,South Lake Elementary,0.0
0565,Sequoyah Elementary,0.26912181303116145
0566,Fields Road Elementary,0.24078091106290672
0568,Stedwick Elementary,0.08249496981891348
0569,Strawberry Knoll Elementary,0.09866220735785954
0570,Diamond Elementary,0.22950819672131148
0587,PEP - Itinerant,0.325
0601,Potomac Elementary,0.40298507462686567
0602,Winston Churchill High,0.4475587703435805
0603,Seven Locks Elementary,0.46923076923076923
0604,Carderock Springs Elementary,0.514018691588785
0606,Cabin John Middle School,0.3718446601941748
0607,Bells Mill Elementary,0.4075993091537133
0647,Silver Spring International Middle,0.2696629213483146
0652,Monocacy Elementary,0.23747680890538034
0653,Stone Mill Elementary,0.2158671586715867
0701,Damascus High,0.43229543808834175
0702,Damascus Elementary,0.37119113573407203
0703,Cedar Grove Elementary,0.23298429319371727
0704,Woodfield Elementary,0.4970414201183432
0705,John T. Baker Middle School,0.4230769230769231
0706,Clearspring Elementary,0.34767025089605735
0707,Rocky Hill Middle,0.12512512512512514
0708,Kingsview Middle,0.22759315206445116
0747,Dr. Charles R. Drew Elementary,0.0989247311827957
0749,Piney Branch Elementary,0.3983606557377049
0754,Takoma Park Elementary,0.4542124542124542
0755,Takoma Park Middle School,0.312666076173605
0756,East Silver Spring Elementary,0.19381443298969073
0757,Montgomery Blair High,0.23394206549118388
0761,Pine Crest Elementary,0.2505399568034557
0764,Woodlin Elementary,0.3533697632058288
0766,Oak View Elementary,0.16290726817042606
0767,Glen Haven Elementary,0.1454183266932271
0769,Oakland Terrace Elementary,0.3509127789046653
0770,Flora M. Singer Elementary School,0.33117932148626816
0771,Rolling Terrace Elementary,0.054317548746518104
0772,Viers Mill Elementary,0.10975609756097561
0773,Rock Creek Forest Elementary,0.30824891461649784
0774,Highland Elementary,0.06525911708253358
0775,Eastern Middle School,0.1864594894561598
0776,Montgomery Knolls Elementary,0.20809248554913296
0777,Weller Road Elementary,0.03197674418604651
0778,Sligo Middle,0.27019498607242337
0779,Sargent Shriver Elementary,0.02837837837837838
0780,Bel Pre Elementary,0.06826568265682657
0782,Wheaton High,0.10273684210526315
0783,Kensington Parkwood Elementary,0.5577889447236181
0784,Highland View Elementary,0.3504043126684636
0786,Georgian Forest Elementary,0.039711191335740074
0787,A. Mario Loiederman Middle,0.13689839572192514
0788,Wheaton Woods Elementary,0.04008016032064128
0789,Albert Einstein High,0.23713527851458885
0790,Arcola Elementary,0.04120443740095087
0791,New Hampshire Estates Elem,0.04215456674473068
0792,Newport Mill Middle,0.1777434312210201
0794,Rosemary Hills Elementary,0.39926062846580407
0795,Rock View Elementary,0.23202614379084968
0796,Northwood High School,0.12724215246636772
0797,Harmony Hills Elementary,0.017569546120058566
0798,Springbrook High,0.05651397977394408
0799,Stephen Knolls School,0.26785714285714285
0803,Forest Knolls Elementary,0.3064182194616977
0805,Kemp Mill Elementary,0.02877697841726619
0807,Brookhaven Elementary,0.07109004739336493
0808,Cresthaven Elementary,0.02795698924731183
0811,White Oak Middle,0.04294478527607362
0812,Parkland Middle,0.08124459809853068
0815,John F. Kennedy High,0.050112612612612614
0817,Glenallan Elementary,0.10740203193033382
0818,Odessa Shannon Middle,0.05394736842105263
0819,Rock Creek Valley Elementary,0.32
0820,Earle B. Wood Middle,0.2577220077220077
0822,Strathmore Elementary,0.07578947368421053
0823,Argyle Middle,0.07024793388429752
0835,Silver Creek Middle,0.4880503144654088
0916,Rock Terrace School,0.2692307692307692
0951,Longview School,0.27692307692307694
0965,John L Gildner Regional Inst for Children & Adol,0.29411764705882354
A,All Montgomery Schools,0.2531867965190133
0102,High Point High,0.01865245527217358
0104,Beltsville Academy,0.04770318021201413
0105,Calverton Elementary,0.026054590570719603
0107,Frances Fuchs Early Childhood Center,0.0
0108,James E. Duckworth Regional Center,0.0
0109,James H. Harrison Elementary,0.03908794788273615
0110,Martin Luther King Jr. Middle,0.1270718232044199
0111,Vansville Elementary,0.04630969609261939
0203,Judith P. Hoyer Montessori,0.06593406593406594
0205,Bladensburg Elementary,0.020028612303290415
0208,Bladensburg High,0.013231552162849873
0210,Rogers Heights Elementary,0.0
0211,Gladys Noon Spellman Elementary,0.07421875
0213,Cooper Lane Elementary,0.0
0214,Templeton Elementary,0.05669481302774427
0216,Annapolis Road Academy,0.0
0217,Port Towns Elementary,0.0
0303,Croom High,0.0
0304,Perrywood Elementary,0.0
0305,Patuxent Elementary,0.0
0504,Fort Washington Forest Elementary,0.04735376044568245
0507,Rose Valley Elementary,0.0
0509,Accokeek Academy,0.029210689869484153
0510,Potomac Landing Elementary,0.04871794871794872
0511,Friendly High,0.02527075812274368
0603,Suitland High,0.013657056145675266
0606,Bradbury Heights Elementary,0.0
0607,Hillcrest Heights Elementary,0.0
0608,Green Valley Academy at Edgar Allan Poe,0.0
0610,North Forestville Elementary,0.03496503496503497
0613,District Heights Elementary,0.0
0615,Benjamin Stoddert Middle,0.0
0617,Francis Scott Key Elementary,0.0
0618,Longfields Elementary,0.0
0619,Princeton Elementary,0.0
0622,Thurgood Marshall Middle School,0.0
0632,Allenwood Elementary,0.0
0633,Overlook Elementary,0.4984709480122324
0636,William Beanes Elementary,0.0
0638,Benjamin D. Foulois Academy,0.0
0639,Maya Angelou French Immersion,0.0
0640,Arrowhead Elementary,0.034759358288770054
0645,Andrew Jackson Academy,0.0
0647,Concord Elementary,0.0
0648,Samuel P. Massie Academy,0.0
0656,Panorama Elementary,0.0
0660,Drew Freeman Middle,0.0
0661,Suitland Elementary,0.0
0662,Imagine Lincoln Public Charter,0.0
0705,Tall Oaks High,0.0
0706,Woodmore Elementary,0.0
0708,Kenilworth Elementary,0.25
0711,Tulip Grove Elementary,0.26975476839237056
0712,Heather Hills Elementary,0.07006369426751592
0714,Benjamin Tasker Middle School,0.11352885525070956
0716,Northview Elementary,0.05944055944055944
0718,Pointer Ridge Elementary,0.0798611111111111
0723,C. Elizabeth Rieg Regional Center,0.10434782608695652
0729,Kingsford Elementary,0.0
0802,Baden Elementary,0.18357487922705315
0905,Tayac Elementary,0.03529411764705882
0906,Clinton Grove Elementary,0.0
0908,Surrattsville High,0.016877637130801686
0909,James Ryder Randall Elementary,0.0
0912,Isaac J. Gourdine Middle,0.0
0914,Waldon Woods Elementary,0.0
0915,Stephen Decatur Middle,0.029525032092426188
0916,Francis T. Evans Elementary,0.11797752808988764
0917,Imagine Andrews Public Charter,0.1882640586797066
0918,James Ryder Randall Early Childhood Center,0.0
1001,Laurel Elementary,0.04151624548736462
1008,Laurel High,0.036210317460317464
1009,Oaklands Elementary,0.0
1010,Dwight D. Eisenhower Middle,0.03038674033149171
1011,Bond Mill Elementary,0.17819706498951782
1014,Scotchtown Hills Elementary,0.041666666666666664
1015,Chesapeake Math and IT Public Charter,0.027810650887573965
1101,Brandywine Elementary,0.02553191489361702
1102,Mattaponi Elementary,0.06567164179104477
1103,Gwynn Park High,0.0463768115942029
1104,Gwynn Park Middle,0.030303030303030304
1105,Rosaryville Elementary,0.0389908256880734
1201,Oxon Hill Elementary,0.07174887892376682
1204,Forest Heights Elementary,0.0
1206,John Hanson Montessori,0.0
1208,Flintstone Elementary,0.943127962085308
1209,Oxon Hill High,0.030040053404539385
1213,Fort Foote Elementary,0.06896551724137931
1214,Glassmanor Elementary,0.0
1216,Samuel Chase Elementary,0.0
1217,Crossland High,0.01195219123505976
1218,Valley View Elementary,0.0
1219,Barnaby Manor Elementary,0.0
1220,Potomac High,0.009868421052631578
1221,Avalon Elementary,0.0
1229,Apple Grove Elementary,0.031180400890868598
1231,J. Frank Dent Elementary,0.0
1233,Indian Queen Elementary,0.046263345195729534
1234,Oxon Hill Middle,0.01818181818181818
1302,Columbia Park Elementary,0.0419047619047619
1307,Highland Park Elementary,0.0
1309,William Paca Elementary,0.05555555555555555
1310,Dodge Park Elementary,0.03732809430255403
1313,Kenmoor Early Childhood Center,0.0
1314,Largo High,0.0
1320,G. James Gholson Middle,0.0
1322,Phyllis E. Williams Elementary,0.0398936170212766
1324,Kettering Elementary,0.0
1326,Kettering Middle,0.0
1327,Charles Herbert Flowers High,0.008547008547008548
1330,Kenmoor Middle,0.050473186119873815
1333,Judge Sylvania W. Woods Sr. Elementary,0.020588235294117647
1346,Lake Arbor Elementary,0.0
1347,Cora L. Rice Elementary,0.0
1348,Ernest Everett Just Middle,0.0
1350,Academy of Health Sciences at PGCC,0.04216867469879518
1351,Chesapeake Math and IT South Public Charter,0.01003584229390681
1352,International High school @ Largo,0.0
1408,Glenn Dale Elementary,0.03278688524590164
1409,Duval High,0.024401064773735583
1411,Gaywood Elementary,0.0
1412,High Bridge Elementary,0.058997050147492625
1414,Catherine T. Reed Elementary,0.042735042735042736
1416,Dora Kennedy French Immersion,0.1398176291793313
1417,Robert Goddard Montessori,0.21224489795918366
1423,Bowie High,0.0949978982765868
1424,Montpelier Elementary,0.06854130052724078
1427,Yorktown Elementary,0.2047244094488189
1428,Samuel Ogle Middle,0.11615487316421896
1432,Rockledge Elementary,0.16905444126074498
1433,Chapel Forge Early Childhood Center,0.06363636363636363
1435,Deerfield Run Elementary,0.05186385737439222
1438,Whitehall Elementary,0.23529411764705882
1442,Excel Academy Public Charter,0.0
1502,Frederick Douglass High,0.017226528854435832
1504,Melwood Elementary,0.04337899543378995
1510,James Madison Middle,0.02244668911335578
1511,Marlton Elementary,0.0
1518,Barack Obama Elementary,0.013908205841446454
1519,"Dr. Henry A. Wise, Jr. High",0.019021739130434784
1521,Imagine Foundations at Leeland PCS,0.0
1522,Imagine Foundations at Morningside PCS,0.0
1601,Hyattsville Elementary,0.16136363636363638
1602,Hyattsville Middle,0.0723055934515689
1604,Edward M. Felegy ES,0.042212518195050945
1703,Mt Rainier Elementary,0.08841463414634146
1706,Thomas S. Stone Elementary,0.03547671840354767
1708,Northwestern High,0.027489860297431275
1709,Chillum Elementary,0.0
1710,Ridgecrest Elementary,0.0
1711,Carole Highlands Elementary,0.0
1712,Lewisdale Elementary,0.0
1713,Cesar Chavez Elementary,0.12222222222222222
1714,Adelphi Elementary,0.02674591381872214
1718,Nicholas Orem Middle,0.020572450805008944
1719,Langley Park/McCormick Elementary,0.0
1725,Cool Spring Elementary,0.0
1730,Mary Harris,0.0
1731,Rosa L. Parks Elementary,0.016129032258064516
1732,International High School @ Langley Park,0.0
1802,Seat Pleasant Elementary,0.0
1806,Fairmont Heights High,0.01607717041800643
1808,Doswell E. Brooks Elementary,0.0
1810,Central High,0.014666666666666666
1811,Carmody Hills Elementary,0.0
1812,Capitol Heights Elementary,0.09448818897637795
1814,Thomas G. Pullen School,0.037396121883656507
1816,John H. Bayne Elementary,0.0
1819,Walker Mill Middle,0.013831258644536652
1822,H. W. Wheatley Early Childhood Center,0.0
1828,Robert R. Gray Elementary,0.0
1830,William W. Hall Academy,0.027726432532347505
1901,Riverdale Elementary,0.03622047244094488
1902,University Park Elementary,0.28205128205128205
1907,Beacon Heights Elementary,0.027093596059113302
1908,William Wirt Middle,0.014162077104642014
1909,Parkdale High,0.030894308943089432
2003,Seabrook Elementary,0.0
2005,Carrollton Elementary,0.023809523809523808
2006,Glenridge Elementary,0.04267425320056899
2007,Woodridge Elementary,0.0
2008,Ardmore Elementary,0.0
2009,Thomas Johnson Middle,0.025297619047619048
2010,Glenarden Woods Elementary,0.10309278350515463
2011,Charles Carroll Middle,0.015447154471544716
2012,Margaret Brent Regional Center,0.0
2013,James McHenry Elementary,0.025745257452574527
2014,Lamont Elementary,0.08966861598440545
2016,Robert Frost Elementary,0.04887218045112782
2023,Legend Public Charter School,0.0
2106,Greenbelt Elementary,0.16134751773049646
2107,Hollywood Elementary,0.08368200836820083
2108,Buck Lodge Middle,0.0
2109,Berwyn Heights Elementary,0.10321100917431193
2113,Springhill Lake Elementary,0.014360313315926894
2114,Eleanor Roosevelt High,0.10454545454545454
2121,Cherokee Lane Elementary,0.031423290203327174
2122,Magnolia Elementary,0.10505836575875487
2123,Paint Branch Elementary,0.09065934065934066
2141,Greenbelt Middle,0.07786589762076424
2142,College Park Academy,0.1019202363367799
2217,Incarcerated Youth Center (JACS),0.0
2220,Community Based Classrooms,0.0
2300,Prekindergarten Offsites,0.0
A,All Prince George's Schools,0.038896697391614964
0101,Sudlersville Middle School,0.6666666666666666
0106,Sudlersville Elementary School,0.49560117302052786
0202,Church Hill Elementary School,0.7257383966244726
0301,Queen Anne's County High School,0.7600334448160535
0302,Kennard Elementary School,0.7870563674321504
0303,Centreville Middle School,0.8003913894324853
0308,Centreville Elementary School,0.7495621716287215
0402,Kent Island Elementary School,0.7759433962264151
0403,Bayside Elementary School,0.7574123989218329
0404,Stevensville Middle School,0.7718940936863544
0405,Kent Island High School,0.8077586206896552
0406,Matapeake Elementary School,0.8484107579462102
0407,Matapeake Middle School,0.8238341968911918
0503,Grasonville Elementary School,0.6644591611479028
A,All Queen Anne's Schools,0.7567204301075269
0101,Spring Ridge Middle,0.4077294685990338
0104,Ridge Elementary,0.6748768472906403
0201,Piney Point Elementary,0.7472035794183445
0301,Leonardtown Elementary,0.7130801687763713
0302,Benjamin Banneker Elementary,0.7689713322091062
0303,Chopticon High,0.8078524687685901
0305,Leonardtown Middle,0.7515151515151515
0306,Leonardtown High,0.7321156773211568
0308,Captain Walter Francis Duke Elementary,0.7449908925318761
0404,Margaret Brent Middle,0.7977178423236515
0501,Lettie Marshall Dent Elem,0.8462998102466793
0503,White Marsh Elementary,0.7955555555555556
0504,Mechanicsville Elementary,0.8609958506224067
0602,Oakville Elementary,0.7638376383763837
0604,Hollywood Elementary,0.08368200836820083
0606,Evergreen Elementary School,0.6388508891928865
0702,Dynard Elementary,0.7884615384615384
0801,Great Mills High,0.37471264367816093
0803,Green Holly Elementary School,0.4129979035639413
0804,Lexington Park Elementary,0.22790697674418606
0805,George Washington Carver Elementary,0.15853658536585366
0806,Town Creek Elementary,0.5603448275862069
0807,Esperanza Middle,0.5410404624277456
0808,Park Hall Elementary,0.35496957403651114
0810,Greenview Knolls Elementary,0.2936893203883495
0813,Chesapeake Charter School,0.7076612903225806
A,All Saint Mary's Schools,0.6216819221967963
0102,Washington Academy and High School,0.2915194346289753
0107,Greenwood Elementary School,0.1572052401746725
0108,Princess Anne Elementary School,0.19148936170212766
0702,Crisfield Academy and High School,0.5672823218997362
0705,Carter G Woodson Elementary,0.5142276422764228
1003,Ewell School,0.0
1303,Somerset 6/7 Intermediate School,0.341645885286783
1401,Deal Island School,0.7207207207207207
A,All Somerset Schools,0.36118205034658885
0101,Easton High,0.5341296928327645
0104,Easton Elementary,0.2866541353383459
0106,Easton Middle,0.48225214198286415
0202,St. Michaels Middle/High School,0.7441860465116279
0204,St. Michaels Elementary,0.6574923547400612
0302,White Marsh Elementary,0.7955555555555556
0401,Chapel District Elementary,0.8034682080924855
0501,Tilghman Elementary,0.9042553191489362
A,All Talbot Schools,0.5298919038164571
0040,Barbara Ingram School for the Arts,0.7048192771084337
0101,Sharpsburg Elementary,0.926605504587156
0190,Jonathan Hager Elementary,0.30403800475059384
0201,Springfield Middle,0.6755674232309746
0202,Williamsport Elementary,0.7170172084130019
0204,Williamsport High,0.6966873706004141
0301,South Hagerstown High,0.392378263937897
0302,Emma K. Doub Elementary,0.5917808219178082
0304,E. Russell Hicks Middle,0.4100119189511323
0305,Washington County Technical High,0.7641681901279708
0325,Rockland Woods Elementary,0.5081168831168831
0328,Ruth Ann Monroe Primary,0.32166666666666666
0401,Clear Spring Middle,0.8853503184713376
0402,Clear Spring Elementary,0.9584415584415584
0403,Clear Spring High,0.9054945054945055
0501,Hancock Middle Senior High,0.96875
0502,Hancock Elementary,0.9473684210526315
0601,Boonsboro High,0.8513189448441247
0602,Boonsboro Middle,0.8638573743922204
0603,Boonsboro Elementary,0.8686274509803922
0701,Smithsburg High,0.8013605442176871
0702,Smithsburg Elementary,0.813953488372093
0704,Smithsburg Middle,0.7457627118644068
0705,Washington County Job Development Center,0.6756756756756757
0902,Paramount Elementary,0.6
0903,Old Forge Elementary,0.888235294117647
1002,Eastern Elementary,0.3372365339578454
1101,Pleasant Valley Elementary,0.8807339449541285
1301,Maugansville Elementary,0.5469448584202683
1401,Cascade Elementary,0.8561151079136691
1602,Greenbrier Elementary,0.7606837606837606
1701,Bester Elementary,0.34923664122137404
1802,Pangborn Elementary,0.3795620437956204
1805,Potomac Heights Elementary,0.46920821114369504
2002,Fountain Rock Elementary,0.8113879003558719
2101,North Hagerstown High,0.47895500725689405
2102,Northern Middle,0.7549668874172185
2501,Western Heights Middle,0.4278131634819533
2503,Salem Avenue Elementary,0.35294117647058826
2505,Marshall Street School,0.5434782608695652
2601,Lincolnshire Elementary,0.5821205821205822
2602,Hickory Elementary,0.754746835443038
2701,Fountaindale Elementary,0.5179063360881543
A,All Washington Schools,0.6029497992873574
0102,Mardela Middle & High,0.771978021978022
0106,Northwestern Elementary,0.7801204819277109
0406,Pittsville Elementary & Middle,0.8107344632768362
0510,Wicomico Middle,0.2332928311057108
0512,East Salisbury Elementary,0.19095477386934673
0513,Wicomico High,0.2240829346092504
0514,Beaver Run School,0.21684867394695787
0515,Glen Avenue School,0.2176039119804401
0520,Wicomico County Evening High,0.2459016393442623
0905,North Salisbury Elementary,0.29936305732484075
0906,Pemberton Elementary,0.23274161735700197
0907,Charles H. Chipman Elementary,0.13095238095238096
0909,West Salisbury,0.13564668769716087
0910,Salisbury Middle,0.25
1103,Delmar Elementary,0.5738255033557047
1305,Pinehurst Elementary,0.25052192066805845
1306,Prince Street School,0.13171355498721227
1307,James M. Bennett High,0.4111027756939235
1308,Bennett Middle,0.3865546218487395
1309,Parkside High,0.5158450704225352
1404,Willards Elementary,0.7898550724637681
1501,Westside Primary,0.6310160427807486
1502,Westside Intermediate,0.6294117647058823
1601,Fruitland Primary,0.4634703196347032
1602,Fruitland Intermediate,0.445
A,All Wicomico Schools,0.38386524822695034
0102,Pocomoke Elementary,0.4298850574712644
0107,Pocomoke High,0.39039039039039036
0108,Pocomoke Middle,0.3972911963882618
0205,Snow Hill Elementary,0.5774647887323944
0207,Snow Hill High,0.6530612244897959
0208,Snow Hill Middle,0.5813333333333334
0308,Stephen Decatur Middle,0.029525032092426188
0310,Stephen Decatur High,0.752770083102493
0311,Berlin Intermediate,0.6866566716641679
0312,Showell Elementary,0.8287878787878787
0401,Cedar Chapel Special School,0.5652173913043478
0901,Buckingham Elementary,0.5532786885245902
1001,Ocean City Elementary,0.7486238532110092
A,All Worcester Schools,0.6500073496986624
0004,Steuart Hill Academic Academy,0.06217616580310881
0007,Cecil Elementary,0.0
0008,City Springs Elementary/Middle,0.0
0010,James McHenry Elementary/Middle,0.03656821378340366
0011,Eutaw-Marshburn Elementary,0.0
0012,Lakeland Elementary/Middle,0.03180914512922465
0013,Tench Tilghman Elementary/Middle,0.0
0015,Stadium School,0.0
0016,Johnston Square Elementary,0.0
0021,Hilton Elementary,0.0
0022,George Washington Elementary,0.05747126436781609
0023,Wolfe Street Academy,0.04743083003952569
0027,Commodore John Rodgers Elementary/Middle,0.060879368658399095
0028,Sandtown-Winchester Achievement Academy,0.0
0029,Matthew A. Henson Elementary,0.0
0034,Charles Carroll Barrister Elementary,0.14634146341463414
0035,Harlem Park Elementary/Middle,0.0
0037,Harford Heights Elementary,0.0
0039,"Dallas F. Nicholas, Sr., Elementary",0.0
0044,Montebello Elementary/Middle,0.0
0045,Federal Hill Preparatory Academy,0.26795580110497236
0047,Hampstead Hill Academy,0.3822525597269625
